level,fold,accuracy,f1,precision,recall,ppv,npv,error,leakage,overkill,indeterminate,imperfection,indeterminate-adjusted precision,indeterminate-adjusted Recall,indeterminate-adjusted f1
70,1,0.9091482649842272,0.14285714285714285,0.75,0.07894736842105263,0.75,0.9107711918419376,0.08653846153846154,0.08413461538461539,0.002403846153846154,0.047475961538461536,0.13401442307692307,0.1935483870967742,0.24324324324324326,0.2155688622754491
100,2,0.9098196392785571,0.18181818181818182,0.7894736842105263,0.10273972602739725,0.7894736842105263,0.9113667117726658,0.0811298076923077,0.07872596153846154,0.002403846153846154,0.10036057692307693,0.18149038461538464,0.10273972602739725,0.2956989247311828,0.15249537892791126
10,2,0.9089751750477403,0.16374269005847952,0.7777777777777778,0.0915032679738562,0.7777777777777778,0.9104958145524791,0.0859375,0.08353365384615384,0.002403846153846154,0.05588942307692308,0.14182692307692307,0.1794871794871795,0.25268817204301075,0.2098883572567783
100,1,0.9124600638977636,0.11612903225806452,0.9,0.06206896551724138,0.9,0.912540192926045,0.08233173076923077,0.08173076923076923,0.0006009615384615385,0.059495192307692304,0.14182692307692307,0.18,0.3333333333333333,0.23376623376623376
10,3,0.9131529263687854,0.1038961038961039,0.7272727272727273,0.055944055944055944,0.7272727272727273,0.9144486692015209,0.08298256163559832,0.08117859290438965,0.0018039687312086591,0.04449789536981359,0.1274804570054119,0.1509433962264151,0.22857142857142856,0.1818181818181818
20,3,0.9137822529893015,0.10457516339869281,0.6666666666666666,0.05673758865248227,0.6666666666666666,0.9156626506024096,0.08238123872519543,0.07997594708358388,0.0024052916416115455,0.04449789536981359,0.126879134095009,0.15384615384615385,0.24,0.18750000000000003
90,3,0.9134554643082754,0.09271523178807947,0.6363636363636364,0.05,0.6363636363636364,0.9153944020356234,0.08238123872519543,0.07997594708358388,0.0024052916416115455,0.04810583283223091,0.13048707155742634,0.125,0.24,0.1643835616438356
80,1,0.9088607594936708,0.12195121951219512,0.7142857142857143,0.06666666666666667,0.7142857142857143,0.9106002554278416,0.08653846153846154,0.08413461538461539,0.002403846153846154,0.05048076923076923,0.13701923076923078,0.15873015873015872,0.24324324324324326,0.19210245464247597
70,2,0.9134993446920052,0.15384615384615385,0.6666666666666666,0.08695652173913043,0.6666666666666666,0.916445623342175,0.07932692307692307,0.07572115384615384,0.003605769230769231,0.0829326923076923,0.16225961538461536,0.1111111111111111,0.3225806451612903,0.1652892561983471
30,2,0.907979407979408,0.16374269005847952,0.7,0.09271523178807947,0.7,0.9106910039113429,0.0859375,0.08233173076923077,0.003605769230769231,0.06610576923076923,0.15204326923076922,0.14736842105263157,0.26344086021505375,0.18900675024108002
