level,fold,accuracy,f1,precision,recall,ppv,npv,error,leakage,overkill,indeterminate,imperfection,indeterminate-adjusted precision,indeterminate-adjusted Recall,indeterminate-adjusted f1
40,2,0.911498708010336,0.1696969696969697,0.7368421052631579,0.0958904109589041,0.7368421052631579,0.9136690647482014,0.08233173076923077,0.07932692307692307,0.0030048076923076925,0.06971153846153846,0.15204326923076922,0.14736842105263157,0.2903225806451613,0.19550038789759502
30,3,0.9148264984227129,0.09395973154362416,0.875,0.04964539007092199,0.875,0.9150285351934052,0.08117859290438965,0.08057726999398677,0.0006013229104028864,0.04690318701142514,0.1280817799158148,0.1346153846153846,0.2342857142857143,0.17098599940422995
50,1,0.9098360655737705,0.16374269005847952,0.7368421052631579,0.09210526315789473,0.7368421052631579,0.9119336311423102,0.0859375,0.0829326923076923,0.0030048076923076925,0.046875,0.1328125,0.21875,0.25405405405405407,0.23508395855662736
50,2,0.9093264248704663,0.17647058823529413,0.7142857142857143,0.10067114093959731,0.7142857142857143,0.912015758371635,0.08413461538461539,0.08052884615384616,0.003605769230769231,0.07211538461538461,0.15625,0.14423076923076922,0.27956989247311825,0.19029031471090507
30,1,0.9054477144646211,0.1564245810055866,0.6363636363636364,0.08917197452229299,0.6363636363636364,0.9092063492063492,0.0907451923076923,0.0859375,0.004807692307692308,0.04026442307692308,0.1310096153846154,0.22950819672131148,0.22702702702702704,0.2282608695652174
20,1,0.902363184079602,0.19487179487179487,0.6129032258064516,0.11585365853658537,0.6129032258064516,0.9080532656943564,0.09435096153846154,0.08713942307692307,0.007211538461538462,0.03365384615384615,0.12800480769230768,0.2878787878787879,0.21621621621621623,0.24695369618196591
60,1,0.910126582278481,0.13414634146341464,0.8461538461538461,0.0728476821192053,0.8461538461538461,0.9106573069559668,0.08533653846153846,0.08413461538461539,0.001201923076923077,0.05048076923076923,0.1358173076923077,0.1746031746031746,0.24324324324324326,0.2032854209445585
40,3,0.9154040404040404,0.0945945945945946,0.7,0.050724637681159424,0.7,0.9167725540025413,0.08057726999398677,0.07877330126277811,0.0018039687312086591,0.047504509921828024,0.1280817799158148,0.1346153846153846,0.25142857142857145,0.1753487048107031
20,2,0.9114817190506735,0.14814814814814814,0.8,0.08163265306122448,0.8,0.9125647668393783,0.0829326923076923,0.0811298076923077,0.0018028846153846155,0.06310096153846154,0.14603365384615385,0.14814814814814814,0.27419354838709675,0.19236209335219237
100,3,0.9131812420785805,0.10457516339869281,0.7272727272727273,0.056338028169014086,0.7272727272727273,0.9144862795149968,0.08238123872519543,0.08057726999398677,0.0018039687312086591,0.05111244738424534,0.13349368610944076,0.12698412698412698,0.2342857142857143,0.1646999748932965
90,2,0.9143045484508899,0.15584415584415584,0.9230769230769231,0.0851063829787234,0.9230769230769231,0.9142287234042553,0.078125,0.07752403846153846,0.0006009615384615385,0.08834134615384616,0.16646634615384615,0.10434782608695652,0.3064516129032258,0.15568453397063844
40,1,0.9082914572864321,0.17045454545454544,0.7142857142857143,0.0967741935483871,0.7142857142857143,0.9108847867600255,0.08774038461538461,0.08413461538461539,0.003605769230769231,0.04326923076923077,0.13100961538461536,0.23809523809523808,0.24324324324324326,0.24064171122994654
10,1,0.9034653465346535,0.20408163265306123,0.6451612903225806,0.12121212121212122,0.6451612903225806,0.9085173501577287,0.09375,0.08713942307692307,0.006610576923076923,0.028846153846153848,0.12259615384615385,0.3389830508474576,0.21621621621621623,0.26402640264026406
60,3,0.913727959697733,0.09271523178807947,0.5833333333333334,0.050359712230215826,0.5833333333333334,0.916243654822335,0.08238123872519543,0.079374624173181,0.003006614552014432,0.04509921828021648,0.1274804570054119,0.13725490196078433,0.24571428571428572,0.17612638970157987
90,1,0.9079365079365079,0.12121212121212122,0.7142857142857143,0.06622516556291391,0.7142857142857143,0.9096732863549007,0.08713942307692307,0.08473557692307693,0.002403846153846154,0.05348557692307692,0.140625,0.20833333333333334,0.3155339805825243,0.25096525096525096
80,3,0.9119496855345912,0.10256410256410256,0.6666666666666666,0.05555555555555555,0.6666666666666666,0.9138149556400507,0.0841852074564041,0.08177991581479255,0.0024052916416115455,0.043896572459410706,0.1280817799158148,0.14814814814814814,0.22285714285714286,0.17798060467769536
50,3,0.9163498098859315,0.10810810810810811,0.8,0.057971014492753624,0.8,0.9170918367346939,0.079374624173181,0.07817197835237523,0.0012026458208057728,0.05111244738424534,0.13048707155742634,0.13793103448275862,0.2571428571428571,0.17955112219451372
70,3,0.9150943396226415,0.11764705882352941,0.75,0.06382978723404255,0.75,0.9163498098859315,0.08117859290438965,0.079374624173181,0.0018039687312086591,0.043896572459410706,0.12507516536380037,0.17647058823529413,0.24571428571428572,0.2054140127388535
80,2,0.9104180491041804,0.1509433962264151,0.75,0.08391608391608392,0.75,0.9121395036887995,0.0811298076923077,0.07872596153846154,0.002403846153846154,0.09435096153846154,0.17548076923076922,0.09230769230769231,0.2956989247311828,0.14069494777233002
60,2,0.912672357189757,0.19393939393939394,0.8,0.1103448275862069,0.8,0.9141716566866267,0.07992788461538461,0.07752403846153846,0.002403846153846154,0.08473557692307693,0.16466346153846154,0.13333333333333333,0.3064516129032258,0.18581907090464547
