prob,mean_var
"[[0.7090064852867147, 0.29099351471328544], [0.7090064852867147, 0.29099351471328544], [0.7090064852867147, 0.29099351471328544], [0.7090064852867147, 0.29099351471328544], [0.7090064852867147, 0.29099351471328544], [0.7090064852867147, 0.29099351471328544], [0.7090064852867147, 0.29099351471328544], [0.7078268264313025, 0.2921731735686975], [0.7090064852867147, 0.29099351471328544], [0.7078268264313025, 0.2921731735686975]]","[[0.7087705535156322, 0.2912294464843679], [2.2265520242441348e-07, 2.2265520242432967e-07]]"
"[[0.7238514389221073, 0.2761485610778927], [0.7238514389221073, 0.2761485610778927], [0.7250310977775194, 0.27496890222248066], [0.7238514389221073, 0.2761485610778927], [0.7250310977775194, 0.27496890222248066], [0.7250310977775194, 0.27496890222248066], [0.7250310977775194, 0.27496890222248066], [0.7250310977775194, 0.27496890222248066], [0.7250310977775194, 0.27496890222248066], [0.7250310977775194, 0.27496890222248066]]","[[0.7246772001208956, 0.27532279987910424], [2.9223495318193266e-07, 2.922349531819327e-07]]"
"[[0.6739090794764765, 0.32609092052352345], [0.6739090794764765, 0.32609092052352345], [0.6739090794764765, 0.32609092052352345], [0.6540941563878692, 0.3459058436121307], [0.6699617110554238, 0.33003828894457604], [0.6749504793911157, 0.3250495206088841], [0.6699617110554238, 0.33003828894457604], [0.6647927133864261, 0.33520728661357374], [0.6699617110554238, 0.33003828894457604], [0.6540941563878692, 0.3459058436121307]]","[[0.6679543877148981, 0.33204561228510177], [5.6161661108535564e-05, 5.6161661108535476e-05]]"
"[[0.33086584370328326, 0.6691341562967167], [0.33086584370328326, 0.6691341562967167], [0.33086584370328326, 0.6691341562967167], [0.33086584370328326, 0.6691341562967167], [0.3319769548143944, 0.6680230451856056], [0.33086584370328326, 0.6691341562967167], [0.33086584370328326, 0.6691341562967167], [0.34846259166687665, 0.6515374083331235], [0.34846259166687665, 0.6515374083331235], [0.34846259166687665, 0.6515374083331235]]","[[0.3362559792034724, 0.6637440207965275], [6.396355774799282e-05, 6.396355774799164e-05]]"
"[[0.800925032704071, 0.19907497723003642], [0.800925032704071, 0.19907497723003642], [0.800925032704071, 0.19907497723003642], [0.800925032704071, 0.19907497723003642], [0.800925032704071, 0.19907497723003642], [0.800925032704071, 0.19907497723003642], [0.800925032704071, 0.19907497723003642], [0.800925032704071, 0.19907497723003642], [0.800925032704071, 0.19907497723003642], [0.800925032704071, 0.19907497723003642]]","[[0.8009250327040711, 0.19907497723003642], [1.232595164407831e-32, 0.0]]"
"[[0.7158798920798556, 0.28412009798603693], [0.7158798920798556, 0.28412009798603693], [0.7158798920798556, 0.28412009798603693], [0.7158798920798556, 0.28412009798603693], [0.7158798920798556, 0.28412009798603693], [0.7158798920798556, 0.28412009798603693], [0.7158798920798556, 0.28412009798603693], [0.7158798920798556, 0.28412009798603693], [0.7142127486664877, 0.2857872413994049], [0.7142127486664877, 0.2857872413994049]]","[[0.715546463397182, 0.28445352666871054], [4.4469874571777324e-07, 4.4469874571780283e-07]]"
"[[0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864]]","[[0.707387879786064, 0.2926121102798286], [1.232595164407831e-32, 3.0814879110195774e-33]]"
"[[0.7030822043966838, 0.29691778566920873], [0.7030822043966838, 0.29691778566920873], [0.7030822043966838, 0.29691778566920873], [0.7030822043966838, 0.29691778566920873], [0.7030822043966838, 0.29691778566920873], [0.7030822043966838, 0.29691778566920873], [0.7030822043966838, 0.29691778566920873], [0.7030822043966838, 0.29691778566920873], [0.7030822043966838, 0.29691778566920873], [0.7031775320918946, 0.296822457973998]]","[[0.7030917371662049, 0.2969082528996877], [8.17863252678488e-10, 8.178632526775354e-10]]"
"[[0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712]]","[[0.6312476778851287, 0.36875232211487124], [0.0, 3.0814879110195774e-33]]"
"[[0.6301045671924471, 0.36989543280755294], [0.6301045671924471, 0.36989543280755294], [0.6268225159103958, 0.3731774840896042], [0.6301045671924471, 0.36989543280755294], [0.6301045671924471, 0.36989543280755294], [0.6301045671924471, 0.36989543280755294], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042]]","[[0.6284635415514215, 0.3715364584485785], [2.6929651545036114e-06, 2.692965154503612e-06]]"
