prob,mean_var
"[[0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.6134265960179617, 0.3865734039820384], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064]]","[[0.6083496729410385, 0.3916503270589614], [2.8639053254437893e-06, 2.863905325443789e-06]]"
"[[0.6852917388358207, 0.3147082611641792], [0.6886010221451041, 0.31139897785489595], [0.6886010221451041, 0.31139897785489595], [0.6940574504703712, 0.3059425495296288], [0.7044198615507656, 0.2955801384492343], [0.7059674805983848, 0.2940325194016153], [0.7059674805983848, 0.2940325194016153], [0.7015230361539402, 0.29847696384605976], [0.7015230361539402, 0.29847696384605976], [0.7023360442840215, 0.2976639557159784]]","[[0.6978288172935837, 0.3021711827064163], [5.652330968736599e-05, 5.6523309687366043e-05]]"
"[[0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.763331616792191, 0.23666838320780914], [0.7641446249222722, 0.23585537507772783]]","[[0.764063324109264, 0.23593667589073597], [5.9488399762035674e-08, 5.948839976204786e-08]]"
"[[0.6848758297849086, 0.3151241702150914], [0.6848758297849086, 0.3151241702150914], [0.5636555256235729, 0.43634447437642715], [0.6666643926845892, 0.33333560731541084], [0.6703512465573551, 0.32964875344264494], [0.6819790043880832, 0.3180209956119168], [0.6819790043880832, 0.3180209956119168], [0.6819790043880832, 0.3180209956119168], [0.6819790043880832, 0.3180209956119168], [0.6819790043880832, 0.3180209956119168]]","[[0.668031784637575, 0.33196821536242493], [0.0012441721517804114, 0.0012441721517804116]]"
"[[0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224]]","[[0.7031373412511774, 0.29686265874882245], [0.0, 3.0814879110195774e-33]]"
"[[0.3163411682514715, 0.6836588317485285], [0.3186470506044127, 0.6813529493955873], [0.3163411682514715, 0.6836588317485285], [0.3163411682514715, 0.6836588317485285], [0.3163411682514715, 0.6836588317485285], [0.3163411682514715, 0.6836588317485285], [0.3163411682514715, 0.6836588317485285], [0.3163411682514715, 0.6836588317485285], [0.3163411682514715, 0.6836588317485285], [0.3201622021195642, 0.6798377978804359]]","[[0.3169538598735749, 0.683046140126425], [1.6163483008760017e-06, 1.616348300875966e-06]]"
"[[0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7274411592838631, 0.2725588407161369], [0.7295516354743393, 0.27044836452566073], [0.7303646436044207, 0.2696353563955794], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073]]","[[0.7294218886682999, 0.2705781113317002], [4.94674963337088e-07, 4.94674963337066e-07]]"
"[[0.7527749685749981, 0.24722503142500182], [0.7527749685749981, 0.24722503142500182], [0.7527749685749981, 0.24722503142500182], [0.7527749685749981, 0.24722503142500182], [0.7527749685749981, 0.24722503142500182], [0.7527749685749981, 0.24722503142500182], [0.7527749685749981, 0.24722503142500182], [0.7527749685749981, 0.24722503142500182], [0.7527749685749981, 0.24722503142500182], [0.7527749685749981, 0.24722503142500182]]","[[0.7527749685749983, 0.24722503142500182], [1.232595164407831e-32, 0.0]]"
"[[0.7365800440853371, 0.2634199559146628], [0.7365800440853371, 0.2634199559146628], [0.7365800440853371, 0.2634199559146628], [0.7365800440853371, 0.2634199559146628], [0.7365800440853371, 0.2634199559146628], [0.7365800440853371, 0.2634199559146628], [0.7365800440853371, 0.2634199559146628], [0.7365800440853371, 0.2634199559146628], [0.7354154570383971, 0.2645845429616028], [0.7365800440853371, 0.2634199559146628]]","[[0.736463585380643, 0.2635364146193568], [1.2206366909103912e-07, 1.2206366909103912e-07]]"
"[[0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7594937546768893, 0.2405062353890033], [0.7594937546768893, 0.2405062353890033], [0.7594937546768893, 0.2405062353890033], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326]]","[[0.7586785437440311, 0.24132144632186128], [2.848152278791456e-07, 2.8481522787907777e-07]]"
