prob,mean_var
"[[0.7078268264313025, 0.2921731735686975], [0.7078268264313025, 0.2921731735686975], [0.7078268264313025, 0.2921731735686975], [0.7078268264313025, 0.2921731735686975], [0.7078268264313025, 0.2921731735686975], [0.7078268264313025, 0.2921731735686975], [0.7078268264313025, 0.2921731735686975], [0.7090064852867147, 0.29099351471328544], [0.7090064852867147, 0.29099351471328544], [0.7090064852867147, 0.29099351471328544]]","[[0.7081807240879261, 0.2918192759120739], [2.922349531820427e-07, 2.922349531819327e-07]]"
"[[0.7238514389221073, 0.2761485610778927], [0.7238514389221073, 0.2761485610778927], [0.7238514389221073, 0.2761485610778927], [0.7246595197301882, 0.2753404802698119], [0.7238514389221073, 0.2761485610778927], [0.7238514389221073, 0.2761485610778927], [0.7238514389221073, 0.2761485610778927], [0.7246595197301882, 0.2753404802698119], [0.7246595197301882, 0.2753404802698119], [0.7238514389221073, 0.2761485610778927]]","[[0.7240938631645315, 0.27590613683546844], [1.3712886440159345e-07, 1.3712886440159343e-07]]"
"[[0.6556814579751707, 0.34431854202482914], [0.6378096770301824, 0.36219032296981757], [0.6378096770301824, 0.36219032296981757], [0.6378096770301824, 0.36219032296981757], [0.6378096770301824, 0.36219032296981757], [0.6356339664358672, 0.3643660335641328], [0.6378096770301824, 0.36219032296981757], [0.6378096770301824, 0.36219032296981757], [0.6378096770301824, 0.36219032296981757], [0.6378096770301824, 0.36219032296981757]]","[[0.6393792840652497, 0.36062071593475026], [2.9949760829053483e-05, 2.9949760829053853e-05]]"
"[[0.3187763092611173, 0.6812236907388827], [0.31762808538416415, 0.6823719146158358], [0.31762808538416415, 0.6823719146158358], [0.31762808538416415, 0.6823719146158358], [0.3187763092611173, 0.6812236907388827], [0.33086584370328326, 0.6691341562967167], [0.3319769548143944, 0.6680230451856056], [0.32691847528223067, 0.6730815247177694], [0.32691847528223067, 0.6730815247177694], [0.32036361084841886, 0.6796363891515811]]","[[0.3227480234605285, 0.6772519765394716], [3.017332648081389e-05, 3.0173326480813606e-05]]"
"[[0.8036967498757882, 0.19630326005831925], [0.8036967498757882, 0.19630326005831925], [0.802858654637693, 0.1971413552964145], [0.802858654637693, 0.1971413552964145], [0.8036967498757882, 0.19630326005831925], [0.8036967498757882, 0.19630326005831925], [0.8036967498757882, 0.19630326005831925], [0.8036967498757882, 0.19630326005831925], [0.8036967498757882, 0.19630326005831925], [0.8036967498757882, 0.19630326005831925]]","[[0.8035291308281692, 0.19647087910593827], [1.1238458049885421e-07, 1.123845804988691e-07]]"
"[[0.7143080763616984, 0.28569191370419417], [0.7158798920798556, 0.28412009798603693], [0.7143080763616984, 0.28569191370419417], [0.7158798920798556, 0.28412009798603693], [0.7142127486664877, 0.2857872413994049], [0.7142127486664877, 0.2857872413994049], [0.7142127486664877, 0.2857872413994049], [0.7158798920798556, 0.28412009798603693], [0.7158798920798556, 0.28412009798603693], [0.7143080763616984, 0.28569191370419417]]","[[0.714908204340398, 0.2850917857254945], [6.308144807625428e-07, 6.308144807625659e-07]]"
"[[0.7058160640679066, 0.2941839259979859], [0.7032426533979441, 0.2967573466020559], [0.705720736372696, 0.29427925369319663], [0.7058160640679066, 0.2941839259979859], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7073878797860639, 0.29261211027982864], [0.7058160640679066, 0.2941839259979859], [0.7058160640679066, 0.2941839259979859]]","[[0.7061779165186522, 0.293822074540651], [1.5204576492029964e-06, 1.5204634810557486e-06]]"
"[[0.7047493478100518, 0.2952506422558408], [0.7047493478100518, 0.2952506422558408], [0.7047493478100518, 0.2952506422558408], [0.7047493478100518, 0.2952506422558408], [0.7047493478100518, 0.2952506422558408], [0.6767805626902712, 0.32321943730972874], [0.670090683089858, 0.32990931691014214], [0.6643444144331414, 0.3356555855668586], [0.670090683089858, 0.32990931691014214], [0.670090683089858, 0.32990931691014214]]","[[0.6875143765443246, 0.3124856184886218], [0.00030480383575250196, 0.00030480400696658263]]"
"[[0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712], [0.6312476778851287, 0.3687523221148712]]","[[0.6312476778851287, 0.36875232211487124], [0.0, 3.0814879110195774e-33]]"
"[[0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042], [0.6268225159103958, 0.3731774840896042]]","[[0.6268225159103958, 0.37317748408960416], [0.0, 3.0814879110195774e-33]]"
"[[0.6234837506982734, 0.376516259235834], [0.6234837506982734, 0.376516259235834], [0.6234837506982734, 0.376516259235834], [0.6234837506982734, 0.376516259235834], [0.6234837506982734, 0.376516259235834], [0.6234837506982734, 0.376516259235834], [0.6234837506982734, 0.376516259235834], [0.6234837506982734, 0.376516259235834], [0.6234837506982734, 0.376516259235834], [0.6267658019803246, 0.3732342079537827]]","[[0.6238119558264785, 0.3761880541076289], [9.694674556212347e-07, 9.694674556213001e-07]]"
"[[0.7636041398347463, 0.2363958601652537], [0.7672032493972706, 0.23279675060272953], [0.7636041398347463, 0.2363958601652537], [0.7636041398347463, 0.2363958601652537], [0.7636041398347463, 0.2363958601652537], [0.7636041398347463, 0.2363958601652537], [0.7636041398347463, 0.2363958601652537], [0.7636041398347463, 0.2363958601652537], [0.7636041398347463, 0.2363958601652537], [0.7636041398347463, 0.2363958601652537]]","[[0.7639640507909988, 0.23603594920900126], [1.1658230678748434e-06, 1.1658230678747716e-06]]"
"[[0.7759162512148142, 0.2240837487851858], [0.7759162512148142, 0.2240837487851858], [0.7751081704067334, 0.22489182959326662], [0.7751081704067334, 0.22489182959326662], [0.7751081704067334, 0.22489182959326662], [0.7751081704067334, 0.22489182959326662], [0.7751081704067334, 0.22489182959326662], [0.7751081704067334, 0.22489182959326662], [0.7751081704067334, 0.22489182959326662], [0.7751081704067334, 0.22489182959326662]]","[[0.7752697865683496, 0.22473021343165045], [1.0447913478216642e-07, 1.0447913478216642e-07]]"
"[[0.7299474687887643, 0.2700525312112358], [0.7076617448110366, 0.29233825518896345], [0.7263607437003294, 0.27363925629967045], [0.7198274719922965, 0.2801725280077035], [0.6988432822999436, 0.3011567177000563], [0.6988432822999436, 0.3011567177000563], [0.6966632232186772, 0.3033367767813228], [0.6966632232186772, 0.3033367767813228], [0.6999919035411953, 0.3000080964588047], [0.7263607437003294, 0.27363925629967045]]","[[0.7101163087571194, 0.28988369124288066], [0.00017400066699886223, 0.00017400066699886307]]"
"[[0.6912525801195336, 0.30874741988046633], [0.6912525801195336, 0.30874741988046633], [0.6912525801195336, 0.30874741988046633], [0.6912525801195336, 0.30874741988046633], [0.6912525801195336, 0.30874741988046633], [0.6912525801195336, 0.30874741988046633], [0.6912525801195336, 0.30874741988046633], [0.6912525801195336, 0.30874741988046633], [0.6912525801195336, 0.30874741988046633], [0.6912525801195336, 0.30874741988046633]]","[[0.6912525801195335, 0.30874741988046633], [1.232595164407831e-32, 0.0]]"
"[[0.6312770144623724, 0.36872299547173504], [0.6312770144623724, 0.36872299547173504], [0.6312770144623724, 0.36872299547173504], [0.6312770144623724, 0.36872299547173504], [0.6312770144623724, 0.36872299547173504], [0.6312770144623724, 0.36872299547173504], [0.631832570017928, 0.36816743991617945], [0.631832570017928, 0.36816743991617945], [0.6312770144623724, 0.36872299547173504], [0.6312770144623724, 0.36872299547173504]]","[[0.6313881255734836, 0.368611884360624], [4.938271604939817e-08, 4.9382716049388296e-08]]"
"[[0.6218948539019605, 0.3781051560321469], [0.6218948539019605, 0.3781051560321469], [0.6218948539019605, 0.3781051560321469], [0.6218948539019605, 0.3781051560321469], [0.6218948539019605, 0.3781051560321469], [0.6218948539019605, 0.3781051560321469], [0.6218948539019605, 0.3781051560321469], [0.6218948539019605, 0.3781051560321469], [0.6218948539019605, 0.3781051560321469], [0.6218948539019605, 0.3781051560321469]]","[[0.6218948539019606, 0.3781051560321469], [1.232595164407831e-32, 0.0]]"
"[[0.7953891310168061, 0.20461087891730126], [0.7953891310168061, 0.20461087891730126], [0.7953891310168061, 0.20461087891730126], [0.7921070797347549, 0.20789293019935254], [0.7921070797347549, 0.20789293019935254], [0.7921070797347549, 0.20789293019935254], [0.7921070797347549, 0.20789293019935254], [0.7921070797347549, 0.20789293019935254], [0.7921070797347549, 0.20789293019935254], [0.7921070797347549, 0.20789293019935254]]","[[0.7930916951193703, 0.20690831481473718], [2.2620907297828804e-06, 2.2620907297830333e-06]]"
