prob,mean_var
"[[0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064], [0.607785570376936, 0.392214429623064]]","[[0.6077855703769359, 0.39221442962306396], [1.232595164407831e-32, 3.0814879110195774e-33]]"
"[[0.6886010221451041, 0.31139897785489595], [0.6886010221451041, 0.31139897785489595], [0.6886010221451041, 0.31139897785489595], [0.6886010221451041, 0.31139897785489595], [0.6940574504703712, 0.3059425495296288], [0.6886010221451041, 0.31139897785489595], [0.6886010221451041, 0.31139897785489595], [0.6940574504703712, 0.3059425495296288], [0.6940574504703712, 0.3059425495296288], [0.7008248923308363, 0.2991751076691637]]","[[0.6914603376612575, 0.3085396623387426], [1.569839803148108e-05, 1.5698398031481253e-05]]"
"[[0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783], [0.7641446249222722, 0.23585537507772783]]","[[0.7641446249222722, 0.23585537507772783], [0.0, 0.0]]"
"[[0.6848758297849086, 0.3151241702150914], [0.6864234488325276, 0.31357655116747235], [0.6819790043880832, 0.3180209956119168], [0.6819790043880832, 0.3180209956119168], [0.6864234488325276, 0.31357655116747235], [0.6864234488325276, 0.31357655116747235], [0.6864234488325276, 0.31357655116747235], [0.6864234488325276, 0.31357655116747235], [0.6848758297849086, 0.3151241702150914], [0.6848758297849086, 0.3151241702150914]]","[[0.685070274229353, 0.31492972577064693], [2.838073192239754e-06, 2.8380731922398977e-06]]"
"[[0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224], [0.7031373412511774, 0.2968626587488224]]","[[0.7031373412511774, 0.29686265874882245], [0.0, 3.0814879110195774e-33]]"
"[[0.31454828517231387, 0.6854517148276861], [0.31454828517231387, 0.6854517148276861], [0.31454828517231387, 0.6854517148276861], [0.31454828517231387, 0.6854517148276861], [0.31847917223748684, 0.6815208277625132], [0.31847917223748684, 0.6815208277625132], [0.31847917223748684, 0.6815208277625132], [0.31454828517231387, 0.6854517148276861], [0.31454828517231387, 0.6854517148276861], [0.31454828517231387, 0.6854517148276861]]","[[0.3157275512918658, 0.6842724487081343], [3.244893355020279e-06, 3.2448933550200956e-06]]"
"[[0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073], [0.7295516354743393, 0.27044836452566073]]","[[0.7295516354743394, 0.27044836452566073], [1.232595164407831e-32, 0.0]]"
"[[0.7537749685749983, 0.24622503142500182], [0.7537749685749983, 0.24622503142500182], [0.7537749685749983, 0.24622503142500182], [0.7537749685749983, 0.24622503142500182], [0.7537749685749983, 0.24622503142500182], [0.7537749685749983, 0.24622503142500182], [0.7537749685749983, 0.24622503142500182], [0.7537749685749983, 0.24622503142500182], [0.7537749685749983, 0.24622503142500182], [0.7537749685749983, 0.24622503142500182]]","[[0.7537749685749981, 0.2462250314250018], [1.232595164407831e-32, 7.703719777548943e-34]]"
"[[0.7354154570383971, 0.2645845429616028], [0.7354154570383971, 0.2645845429616028], [0.7354154570383971, 0.2645845429616028], [0.7354154570383971, 0.2645845429616028], [0.7354154570383971, 0.2645845429616028], [0.7354154570383971, 0.2645845429616028], [0.7354154570383971, 0.2645845429616028], [0.7354154570383971, 0.2645845429616028], [0.7354154570383971, 0.2645845429616028], [0.7354154570383971, 0.2645845429616028]]","[[0.7354154570383971, 0.26458454296160283], [0.0, 3.0814879110195774e-33]]"
"[[0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326], [0.7583291676299492, 0.24167082243594326]]","[[0.7583291676299491, 0.24167082243594326], [1.232595164407831e-32, 0.0]]"
"[[0.7525663679720065, 0.24743362209388584], [0.7525663679720065, 0.24743362209388584], [0.7525663679720065, 0.24743362209388584], [0.7525663679720065, 0.24743362209388584], [0.7525663679720065, 0.24743362209388584], [0.7525663679720065, 0.24743362209388584], [0.7525663679720065, 0.24743362209388584], [0.7525663679720065, 0.24743362209388584], [0.7525663679720065, 0.24743362209388584], [0.7525663679720065, 0.24743362209388584]]","[[0.7525663679720065, 0.24743362209388584], [0.0, 0.0]]"
"[[0.7592044823640801, 0.24079551763591978], [0.7592044823640801, 0.24079551763591978], [0.7592044823640801, 0.24079551763591978], [0.7592044823640801, 0.24079551763591978], [0.7592044823640801, 0.24079551763591978], [0.7592044823640801, 0.24079551763591978], [0.7592044823640801, 0.24079551763591978], [0.7592044823640801, 0.24079551763591978], [0.7592044823640801, 0.24079551763591978], [0.7592044823640801, 0.24079551763591978]]","[[0.75920448236408, 0.24079551763591978], [1.232595164407831e-32, 0.0]]"
"[[0.7593890645132078, 0.24061092555268485], [0.7593890645132078, 0.24061092555268485], [0.7590860342101774, 0.24091395585571515], [0.7590860342101774, 0.24091395585571515], [0.7590860342101774, 0.24091395585571515], [0.7590860342101774, 0.24091395585571515], [0.7598007409593669, 0.2401992491065256], [0.7598007409593669, 0.2401992491065256], [0.7598007409593669, 0.2401992491065256], [0.7598007409593669, 0.2401992491065256]]","[[0.7594325229704593, 0.24056746709543328], [1.0263330684407425e-07, 1.0263330684409155e-07]]"
"[[0.7421386375293038, 0.25786135253658876], [0.7421386375293038, 0.25786135253658876], [0.7421386375293038, 0.25786135253658876], [0.7421386375293038, 0.25786135253658876], [0.7421386375293038, 0.25786135253658876], [0.7421386375293038, 0.25786135253658876], [0.7421386375293038, 0.25786135253658876], [0.7421386375293038, 0.25786135253658876], [0.7421386375293038, 0.25786135253658876], [0.7421386375293038, 0.25786135253658876]]","[[0.7421386375293038, 0.2578613525365888], [0.0, 3.0814879110195774e-33]]"
"[[0.6210089121783415, 0.3789910778875511], [0.6244323356017648, 0.3755676544641276], [0.7083525497545372, 0.2916474403113553], [0.6244323356017648, 0.3755676544641276], [0.6244323356017648, 0.3755676544641276], [0.7169249909585574, 0.2830749991073352], [0.7169249909585574, 0.2830749991073352], [0.7246777100593843, 0.2753222800065082], [0.7246777100593843, 0.2753222800065082], [0.7246777100593843, 0.2753222800065082]]","[[0.6810541580833441, 0.31894583198254844], [0.002225120225037434, 0.0022251202250374307]]"
"[[0.7395759234021634, 0.260424066663729], [0.7395759234021634, 0.260424066663729], [0.7395759234021634, 0.260424066663729], [0.7395759234021634, 0.260424066663729], [0.7395759234021634, 0.260424066663729], [0.7395759234021634, 0.260424066663729], [0.7395759234021634, 0.260424066663729], [0.7395759234021634, 0.260424066663729], [0.7396567314829715, 0.260343258582921], [0.7396567314829715, 0.260343258582921]]","[[0.739592085018325, 0.26040790504756745], [1.0447913478228125e-09, 1.044791347819942e-09]]"
"[[0.7591770022546384, 0.24082299774536173], [0.7591770022546384, 0.24082299774536173], [0.7591770022546384, 0.24082299774536173], [0.7591770022546384, 0.24082299774536173], [0.7591770022546384, 0.24082299774536173], [0.7591770022546384, 0.24082299774536173], [0.7591770022546384, 0.24082299774536173], [0.7591770022546384, 0.24082299774536173], [0.7591770022546384, 0.24082299774536173], [0.7591770022546384, 0.24082299774536173]]","[[0.7591770022546384, 0.2408229977453617], [0.0, 7.703719777548943e-34]]"
